review,label
This was a wonderful place to stay in Paris The location was perfect Close to the metro so it x s easy to get around The neighborhood is very nice as well with lots of restaurants cafes and bars close by I would definitely recommend and would stay again,B
"I stayed at Marie Sophie's house for three days, she was very kind and quick in responding to my messages. The house was very nice in perfect Parisian style. I found everything clean and tidy. I was alone but also perfect for two people. The area was well served. from the metro and from the bus Marie was very helpful and helpful and made me feel at home. Thank you",A
Check in and check out was super easy Just as the commutation with Flavien,C
Very kind and flexible because we arrived late Handing over the keys and very clear explanations,C
Super pleasant apartment well decorated We will come back without hesitation to Morgane who is very nice and who always arranges our schedules You will not be disappointed,B
Really great location for my trip to Paris Perfect accommodation Nicolas was a great host very responsive,B
The place was great Awesome space in a great location,C
Margaux s apartment was exactly as seen in the pictures Very easy to find and close to the metro Margaux wasn t able to meet us but made it easy for us to get the keys she was easy to reach and always willing to answer any questions we had She also left information for us regarding local attractions and how to get there which was helpful This lovely apartment is within walking distance of the amazing Sacre Coeur Place du Tetre and Moulin Rouge We really enjoyed our short stay in Paris and recommended Margaux and her apartment,B
Good location however the management agency is not receptive We had to wait outside the building for half an hour and when the person arrived he was not sure on which floor the apartment was located Later on when I requested larger towels as only hand towels were provided the agency said there was a charge Finally after several emails and pictures of the towels they said that not even for a fee we could get larger towels Not a major issue however the lack of custmoer care was blatant,B
Mickael s flat was exactly what we were looking for during the one month stay of the parents of my Boyfriend complete with everything you need very central in Paris and thanks to a rich amount of transportation connections you can reach any place in Paris so quick The apartment is surrounded by nice restaurants bars bakeries and even markets on Sundays and during the week On top of that they were welcome with an attentionate surprise I can recommend Mickael s flat for short or long stays,A
Great space ample room for people plenty of room if there was even people Grocery store across the street for anything you may need plenty of cafe s and bakeries around the corner souvenir shops literally doors down Great space overall,B
Nathalie s chic Parisian apartment is tucked away in a quiet corner of the lively Saint Martin neighbourhood It was clean well furnished and had everything the two of us could need during our stay Nathalie was amazing with communication and local recommendations We had a really late check in and she made it happen without any fuss There is a mini mart some grocery stores and the lovely Marche Saint Martin within walkable distance along with some cute wine bars and restaurants The famous Le Pain Des Idees is a nice stroll in the morning and so is the Canal St Martin area We are happy to have found this little gem in beautiful Paris,A
"Florence is a very pleasant host, super welcoming and smiling. The apartment is superb, old but well renovated, everything is clean and beautiful. I will come back for a very quiet residence.",B
I stayed I Hugo x s apartment for days everything was good The location is good the apartment has nice design and it x s really well equipped I enjoyed my stay Hugo was very responsive and provided clear instructions on everything Definitely recommend this place,B
We stayed at Fiora x s apartment for nights We loved the apartment and enjoyed our mornings on the balconies The apartment is clean cozy warm and has all needed appliances Also it is very practical since metro stations bus station grocery shops bakeries caf shops are very close and in the same neighborhood I highly recommend this apartment,B
This is a good place to stay It s clean and covinient,C
Sebastien was a great host He was extremely helpful in orchestrating out travels from the train station to the apartment as this was our first ever trip to Paris The property is exactly what we were looking for and was in a perfect part of town It was quaint and could be made very quiet at night as there were quality sound proof windows Our stay was perfect and we will try to stay here again on any future trip to Paris,A
The location is amazing and the th arrondissement has many caf s restaurants and lots of night life The apartment itself is very cosy and light with lovely balconies that catch the sun in the morning Juliette was very welcoming and helpful with any questions we had Would recommend to any traveller looking for a base to explore Paris from,B
Marie x s place is an absolute gem So charming and bright and spacious and filled with art The location is super convenient right by the metro bus stops and lots of grocery and pharmacy as well as cafe options Loved enjoying my French pastries on the cute balcony and cooking in the beautiful kitchen Marie was very kind and communicative I would stay here again,A
Pleasant and friendly host listening to these guests,C
Tudiant studio conforms to the description,C
Katie s was very easy to find She gave us great directions and made really easy for us to find the apartment We were also able to be in contact with her when we had questions even on Christmas Eve I would suggest this Airbnb to anyone traveling to Paris,B
Wonderful central location and a good value St phane is a helpful host willing to give tips about the neighborhood and encourages guests to contact them if they need anything at all I highly recommend staying with St phane if you specifically want to stay in the Latin Quarter near Paris many universities,B
Perfect flat for myself and two friends for two nights Margaux was there to greet us and offered great recommendations of the local area The flat is quiet and situated close public transport Gare du Nord so it was easy to get into the city and around It was a true pleasure Thank you Margaux,B
"Pauline's apartment in which we spent the nights is really very pleasant, super decor, well equipped, clean, we felt at home, very positive points, communication with Pauline was really easy and responsive, and above all the location, a stone's throw from Bastille des métros restaurants bars small shops This is a very good Parisian address",B
Marie s place is in a great location It is very close to Le Marais and Bastille which have tons of restaurants bars and shops We were able to walk to the Louvre and Notre Dame Latin Quarter The metro station is within a few minutes walking distance and it was super easy to use the metro to visit places farther away The building looked a bit old and dated but her place was clean and comfortable The bed was surprisingly comfortable I recommend her place for one person or a couple,A
We had a lovely stay at Sylvain s apartment it was beautiful and right in the centre of a busy street with lots of restaurants shops and a market on Tuesday morning It is very close to transport links to central Paris which was very helpful Loved it,B
Great accommodation Wonderful atmosphere and tidy room,C
Perfect location responsive and thoughtful hosts and the most charming arrondissement in all of Paris This apartment is cozy secure and perfectly located just steps from the metro station cute shops and great cafes We would absolutely stay at Elena and Yohann x s apartment again,B
So lovely place here I stayed nights Easy access to metro and supermarket The house was so warm and bright,C
We loved our time in the Victoria x s place We really felt at home All devices were working perfect We had mixed feelings in the entrance with some refurbishments however when we got the apartment and realize that is the owner x s place and understand how is to live in Paris as an ordinary person Fantastic experience for the week Thank you very much Victoria,B
Claire and Jean Baptiste have a wonderful place and the neighborhood is great While I didn t get the pleasure of meeting them it was holiday M Braz from the building was so sweet and informative It s the top floor of the building and it s beautiful Very modern and comforting we could see both the Eiffel Tower and Notre Dame at a distance even with cloudy and rainy weather all week Loved our trip and this place made it that much better,A
I will be booking this flat again when I come to Paris Thank you Renata for being a super host xxx,C
We had a lovely stay thank you very much The flat is clean and well situated,C
Beautiful apartment very spacious,C
Sora was a great Host She was very kind when we arrived and gave us many good hints for good food in the neighborhood She owns a beautiful flat in a nice neighborhood which i would like to visit again soon Thank you Sora we had a great time in Paris bient t Konrad,B
"Perfectly located for my event, the city of sciences, remarkably clean, very nice decoration and pleasant little touches of attention",B
Sidney apartment is awesome and really well located It swalking distance to Eiffel tower and Champs Elys es I definitely recommend the place Rachid,B
Small but functional apartment Benjamin was very punctual,C
Perfect spot we pretty much walked everywhere whether it was Montmarte for view Saint Germain or Rue Royal for shopping or just a casual drink and food at any cafe nearby Space extremely spacious and cute decor Got to love the crown molding on the roof The bathrooms were great and clean also Con the bed was uncomfortable,B
Very good and cosy flat,C
Aur lien x s apartment is beautiful and very close to transit We had a lovely time staying in their home,B
Great location and very confortable Communication with Cl ment was excellent,C
Location was incredible mins from RER B and walking distance to many attractions Brick and wood details of the apartment are beautiful and the view of the courtyard is lovely Pierre was very helpful right from the start and made for a seamless check in out While the apartment is at the hub of many popular night spots the bedroom is very quiet as it faces the courtyard Great for LGBT travellers it is only steps from many great LGBT caf s merchants and clubs We certainly hope to stay here again on our next trip to Paris,A
Elena and Yohann were fantastic at responding to messages and being so friendly and helpful Their place is beautiful and so well positioned for Montmartre and Paris entire The Metro is a short walk away The bed was super comfy and there was a lovely little welcome gift when I arrived I booked last minute so I x m super thankful for their speedy and kind response Merci,B
Very warm welcome from Bruno L x apartment is superb Renovated and tastefully decorated The neighborhood is quite quiet At the end of the week the street s x is lively I will come back,B
Ohhh the BEST Host and the BEST Flat Good location with All the tips for the city The flat is well located and there is So much light We was really happy to spend our days here Shops and nice coffee places Mega Hipster young lively area Dont hesitate to contact her she s really nice,B
Super clean well decorated and comfortable apartment in a very central location with all you d need in walking distance Clemente was also extremely communicative when needed,B
Two perfect days Sybille's apartment is a haven of rest I recommend it again and again,B
Great place just like the pictures Close to some nice restaurants and caf s and a short walk from a gorgeous park Would definitely stay here again if I return to Paris,B
Air bnb is missing the possibility of giving a bonus star here we would have given it Just perfect,C
Very pleasant apartment with breathtaking views of Paris and a park therefore very quiet in a trendy area Very many restaurants shops Finally Flora is a perfect host providing everything for a pleasant stay WI FI TV kitchen etc,B
Best location Great apartment very friendly host,B
Beautiful apartment Fantastic location close to public transport and so many great restaurants bars and shops nearby Very clean and stylish decor Lovely area out front to sit and eat breakfast or have a few wines in the evening We loved our stay and would stay again Five stars,B
The apartment is extremely well located and very cute B mol for the bedding the bed is a simple mattress on the floor so not very comfortable,B
Very beautiful place Metro line minutes walking Great communication We needed a hairdryer and Loic did the best to have one Thank you,B
We had a great time at July x s sunny and clean apartment in Paris It was filled with beautiful plants and in a perfect location Thank you for a lovely stay,C
Adorable studio apartment good location great patisserie just around the corner monoprix just down the road There x s also a street market on a couple days of the week literally outside the front door of the apartment complex Walking distance to the Eiffel Tower just over minutes and metro stations all over to get everywhere else We loved our stay and would definitely stay here again Just be prepared for the stairs it x s a th th floor walk up Which I believe is noted and was fine for us If you have difficulty with lots of stairs you x ll need to look elsewhere,A
The Alexandra apartment is located in the th arrondissement on the top floor th of a large parallelepiped as often seen in Paris The apartment is quiet bright comfortable with views over a small park It is not an empty apartment Alexandra lives here I suppose The metro is about meters away and in the area there is a Monoprix supermarket pharmacy and various places to eat We did not use the kitchen but it is definitely possible to eat at home The bathroom also works well We did not meet Alexandra because she was traveling but we solved the little problems with the emails If I went back to Paris I would go back to Alexandra s apartment,A
Elizabeth is a excellent Host her apartment is very cosy and very well located for travel the metros being close by fooding as there are many restaurants close by and amenities as there are many supermarkets and other items of daily need within walking distance and also well furnished She is ever ready to respond to queries and help out She dropped by personally to explain the facilities We had requested for a early check in which was very quickly agreed to by her and that too without any extra surcharge very considerate of her as we were arriving into Paris early in the morning and had to directly go to the Apartment to keep our luggage Would recommend others to use her apartment too,A
We had a wonderful stay at Katia s apartment The central location in Paris is unbeatable east Metro access to anywhere you might want to visit Rue Montorgueil is a lively and fun area with many caf s restaurants bakeries shops and bars We loved staying right off this street The unit is small but that is true of all central Paris apartments Worked perfectly for us Thank you Katia and Sebastien,B
Bertrand was great and the flat is perfect We loved the location We are big walkers and enjoyed the stroll into the centre of the Marais,C
Everything was perfect The hosts are very kind and trustworthy Beautiful apartment in a great location,B
???????,C
We didn t meet Julia and Max because they were on holiday but communication with them was very easy They are really helpful and kind The apartment is really pretty and cozy The connection with transport is great We really enjoyed our time there When we will come back to Paris we ll surely choose this apartment again,B
"Very warm welcome by Jenna's friends The apartment is comfortable and original, especially the bedroom in a beautiful vaulted cellar. An important note, the wifi is ok but it is impossible to receive the telephone networks in the apartment.",B
Ronan s apartment is exactly as shown in the pictures very welcoming and perfect for a five days stay like ours Bathroom and kitchen are very thiny but with all the essential bed is very confortable and the flat itself is silent and quiet The buildind is in a nice aerea too everything we needed from supermarket to bakery or restaurant is close by The walk to the metro station is less than five minutes We totally recommend it,B
Perfect place to enjoy Paris Everything your looking for in one place,C
???????,C
My train is late and cellphone is not working Roman is waiting for me for one hour it is so nice When I arrived it is a market opposite the apartment lots of people in different style I do have some worries But when I am out two hours later it is fine Actually it is very convenient and short walking to Montmatre I would recommend Roman x s apartment it is really clean warm and comfortable It could be better if there is a hairdryer girls always need it,B
My girlfriend had a great time at Thibaut s place It s a typical French apartment very close to the tube station and supermarkets The place is clean sunny the perfect location to enjoy Paris Thibaut is also very friendly and always happy to help All in all highly recommended at a reasonable price,A
Aging apartment which deserves to be renovated because it has great potential,C
Wonderful space that x s ad quiet ad it is charming Close to many metro stops grocery stores restaurants and bars Beautiful neighborhood too Simon is an excellent communicator and made sure ar had all the info we needed Thank you Simon,B
Amazing location surrounded by cafes and restaurants Not far from the metro and a fun neighborhood to walk around Good place to stay for the price Small but comfortable,B
Very well received at Paola's with a bottle of wine and some local addresses Big plus for the location in the heart of Belleville if you are not just looking for postcard Paris but to have a neighborhood life Recommended,B
A really stylish and modern apartment in a great location Close to metro stations cafes grocery stores right opposite a little park and felt safe even at night A little tight on space for adults with the sofa bed out though a large and comfy sofa bed but the view from the windows more than made up for it The separate toilet is also in a pretty small space but the bathroom shower was a good size The apartment had everything that we needed basic cooking goods pots pans laundry rack etc Thanks Antoine and Luckey Homes,B
This is my second time to stay here so it says enough how much I like Manon x s place,B
This is a great location in a very lively area The Metro is very close making getting around very easy The apartment was clean the bed was comfy and the kitchen was well equipped but who would eat in with all the French cafes around,B
This lovely apartment is perfectly situated less within walking distance to the Seine and numerous Paris tourists sites The street is lively with lots of restaurants cafes and shops nearby but the third floor back of the building location means that the apartment is shielded from street noise The apartment is lovely and the bed is super comfortable Xiaoling was very helpful and communicative and has such attention to detail from the madeleines on arrival to the multitude of hangers to the laundry detergent provided for the nearby laundromat to the basic cooking supplies I would happily stay here again,A
Diane x s place is wonderful My husband and I loved the location it felt authentic Parisian The place was cozy and in particular the shower was fantastic Would definitely come back,B
Small but very centrally located space Well appointed There is now a construction going on in the building so important so probably critical to disclose this in the description and in big letters It x s only during the week and I was there weekend only so not an issue Construction forces you to close the windows so no ventilaron Otherwise a good little place with a great location,A
My best Airbnb experience so far Lovely clean flat Cosy but perfectly spacious Thoughtful charming decor Fairly priced The host was very communicative and friendly The flat is also close to Buttes Chaumont one of Paris best parks,B
Great apartment Close to the Champs Lys Es Well located with a small supermarket just down the entrance Super nice little kitchen and comfortable bed I recommend,B
This cosy apartment is really close to supermarkets and to train stations so it was easy to get around the city Although it s quite small it s perfect for a couple The kitchen is sufficient to cook simple meals There were some slight plumbing issues with the shower however nothing too major We didn t meet Lucie however the communications were clear and friendly Check in and check out was a breeze If we come back to Paris we would definitely stay here again,B
Vivian has such a lovely home in a great location The room is spacious with big closets and private terrace view Vivian was a great host who kept in contact from before my booking through the day checked out He was extremely helpful and essential in ensuring I had a great stay He was super helpful along the trip Highly recommended,A
The two of us loved staying in Simon x s place The area s my favorite because it is out of the heavily touristed area and you feel more like you are living in Paris We took advantage of Studio the local cinema around the corner Several metro stops are very close so easy to get to most parts of the city The kitchen has really nice appliances and there is a corner market one block away so I always had my breakfast at home The bathroom is great with good water pressure and a rain head shower that was really nice My husband was very happy with the especially nice iron and ironing board haha And of course the best part you are overlooking Paris from of the windows There are also windows in every room Even kitchen and bathroom so it x s very good light all the time All the Eiffel Tower at night never gets old for me We really loved our time in Simon x s apartment And Simon was a great host Always available to answer any questions and very discerning of his neighborhood with great recommendations for us Thank you so much Simon,B
Everything went easy and smooth with check in and check out Anne Charlotte was very flexible and good with communication The flat was lovely with a great view and a nice and safe backyard Everything was perfect except the bed which was very noisy and not good if you have problems with your back Perfect place to stay if you will visit Paris and very close to Metro Sacre C ur and Montmatre,B
"Very beautiful accommodation, extremely well located and quiet. Katia was very available and concerned about my good installation. She warmly welcomed me. In short, an ideal stay. Thanks again for everything.",B
Cozy close to metro and has a great tv projector and sound system to watch movies or shows when relaxing Also I should mention has a bedroom which is a big deal in paris Safe Area,B
"Josephine's apartment is very well located in the Montmartre district, very close to two metro stops. It is very pretty and clean, it feels like home. We really recommend it for spending a few days in Paris.",B
Estelle s apartment makes for a great place for a solo traveller or couple The space was very unique and cozy and I d highly recommend it Also Estelle is an excellent host who is not just friendly but also perfect with communication,A
Alice x s place was just as advertised she was very responsive the place was super clean and nice and well lit Perfect for a long weekend as a couple This was our first visit to Paris and Alice made our place to stay feel like home with all the peace of mind that comes with it,A
The best airbnb i ve stayed in to date gorgeous clean apartment in my opinion one of the most authentic and nice neighbourhoods in Paris Severine was super helpful and timely in getting everything sorted out had a great time during my stay Thanks again,B
Cl mence has a lovely home Very convenient location everything was just a metro ride away Check in and out was easy,C
It x s neer to the bus station and metro Markets and restaurants around the apartment Had a great time at Emilien x s apartment,B
Great welcome discovered small local addresses with the host a great experience,C
???????,C
Manon s place was great Checking in and out of the place was super easy The apartment was clean and larger than expected There s a washing machine for your clothes if needed All the other essential amenities were there as well such as bath towels and toilet paper The location was in a more quiet side of town though there are a couple of bars at the end of the block as well as a bakery right across the street There s also a market next door for any essentials and larger ones blocks away Getting to places like the Louvre and Effel Tower required transferring once on the metro and generally took about minutes to get to We were able to wonder around the area and walked into the area of Bastille in about minutes If you re looking for a place that s a little less busy and lively this is the place for you,B
Really nice flat looking exactly like on the pictures We my daughter and me spent three wonderful days in Paris and in this apartment Everything what you need ist there and walking out of the door you ll find a supermarket and some bakerys and not to forget some nice places to have a drink Two Metro stations and bus stations close by Thank you Edouard Merci beaucoup We felt welcome and enjoyed our stay We hope that next time your flat will be available we would love to stay here again Merci pour tout Greetings from Hamburg Tanja,B
Audrey s place was in a brilliant location in a lively part of Paris with plenty of bars and restaurants near buy but far enough down the street that it was quite at night Her apartment is everything you would want high ceilings wooden floors and French shutters My boyfriend and I had a lovely time in her place would definitely recommended it for a couple or friends wanting to explore Paris Also very hand for the metro,B
Practical accommodation and availability Thank you Benjamin,C
"Bright, functional apartment, clean, very welcome, thank you",C
Location is awesome Anne is an awesome host that takes care of everything for you Communication and check in and check out are great A big minus was really bad smell in the living room Anne s cat can be annoying sometimes in the morning when you wanna sleep and it is hungry Overall a good place to stay,B
Very clean place and the host immediately answers all questions Thank you Shopia,C
Apartment location host everything was perfect,C
It was a pleasure to stay with Chlo and Thomas who gave us a warm welcome and with whom we lacked for nothing. The apartment is ideally located close to the metro. The equipment is extremely clean and of good quality. quality Chlo is very responsive when we try to contact her,B
Great place in paris Fantastic location decently sized flat would recommend,B
Nice location very central Flat very quiet and calm,C
Souhad is an amazing host His place is very close to the Eiffel Tower pretty much right around the corner He made us feel very welcome on our trip to Paris He was not able to meet us at check in but his friend met up with us and gave us the keys and showed us around the place Souhad left us with lots of maps guide books a transit map and even stocked the fridge with a few beers His place was very clean Overall an amazing place for the price considering how close it is to the metro stop and Eiffel Tower,A
The location was very close to multiple train lines It made the commute easier as for my work I needed to travel in different directions on different days The place had a nice restaurant in the same building ground first floor a supermarket right on another side of the road a mobile shop to buy any local prepaid SIM card and many more places to make stay smoother Thibault the host was very nice He came down to pick up me and helped me check in and get easy I was having some issue with local telecom company SFR and he helped with that also Overall a very good place,A
"Beautiful apartment well located, quiet and well appointed Ideal stay alone or two cozy living room and well equipped kitchen next time",B
Flo s apartment is in a great location close to the metro and train stations and near tons of great bars restaurants coffee shops and bakeries The neighborhood is lively and energetic and you really feel like you re a part of it all,C
Perfect,C
Best place to stay in Paris Everithing perfect,C
An apartment and a neighborhood that were very pleasant,C
I can really recommend this place Everything is comfy and clean and the location of the place is great,B
GREAT very clean and nice place Well located and extremely nice host I highly recommend this place very comfortable in every way really a nice feeling of living well in Paris right when you walk in the door The location is also excellent easy access to great food cafes and transportation wonderful,B
The House is cosy and comfortable There is a stop of metro just in front of the building Below there is a Macdonalds and several nearby supermarkets The neighborhood is quiet and on Tuesdays and Fridays you have a market Antoine is very attentive Let us planes of the metro some tips on the neighborhood and drinks in the fridge We had many facilities to pick up and leave the keys in the apartment when we wanted to Thank you very much for everything,A
Nice place to stay and a few steps to the metro,C
Samuel s friend received us and gave us useful information about the city The place is very clean and quiet It was close to the city center and supermarkets I would say that a couple of blocks away from the house is not that great during the night but we managed by entering our street from the side that Samuel s friend suggested and we had no problems,B
Audrey s flat is clean and tidy amazing location We had a great time,C
The balcony view was amazing I can see Effiel tower from far Mattress was pretty comfortable WiFi doesn t work with our cellphones It was very stressful to deal with the WiFi We have people but only one set of key to share was a bit inconvenience Other than WiFi and key issues everything else was good,B
Apartment very well located There is everything you need Very warm welcome I recommend,B
"Delighted with my stay at Agn s m x's apartment is very pleasant to live in, very functional and impeccable. Despite her absence when I arrived, Agn s m Very pleasant communication and little attentions to me Thank you for everything I will come back with great pleasure",B
A beautiful address in Paris that we highly recommend Agathe was very responsive and always available. She also made us feel at home Perfect,B
Each of my stays with Pierre was impeccable and the height of the announcement Pierre is eagerly available and smiling To recommend without hesitation,B
Beautiful stylish apt Small but great space Amaaazing location near canal st Martin Great hip neighborhood Flo was great Would stay there again in a second Can see Sacre couer from window if u stick your head out th floor walk up is good for you Not a hindrance Lived it,B
we loved our stay at Marco's and we were very well received by his housekeeper who was a bubbly and charming woman just like his mother who collected the keys,C
Mallory s apartment was perfect for me central location in a quiet safe area It s on the ground floor so no stairs or elevator to deal with It s a small apartment but the layout is smart and practical,B
Very nice apartment perfectly located and pleasant Very simple communication with Capucine Bon Plan,C
It is very nice clean apartment near Luxembourg garden Well equipped cosy and beautifully done,B
"Very nice apartment and very well located near R publique Nice decoration and clean apartment ideal for spending a weekend in Paris Thanks to Margot for her flexibility, friendliness and hospitality",B
The apartment is very pretty and well located. The host is very friendly,C
Parfait,C
Beautiful parisian apartment in a great location My wife and I enjoyed every minute of our stay in Quentin s apartment and we would definitely chose it again if we would come to Paris The bed was exceptionally comfortable there was a coffee machine and Quentin very kindly left a few beers for us Highly recommended,B
Very nice place very good host very warm place to stay nice and clean congratulations,C
"Justine's apartment is very pretty, freshly renovated and functional. It is located in a lively neighborhood which offers all the local shops, supermarket, bakeries, caterers, restaurants, etc. Be careful, however, for people sensitive to noise at night. Metro stations and stops bus nearby we had a very pleasant stay in the e Two small drawbacks nevertheless the general cleanliness of the common areas and the lack of shutters think of the blackout curtains Thank you very much Julie for her welcome and her availability",B
Ronan was there when we arrived and very hospitable The apartment is in a lovely neighbourhood with bars and cafes around Very cozy place,B
Do not hesitate to book this apartment It x s exactly as it looks in the photos My wife and I were especially impressed with the view from the balcony There is an elevator in the building but it x s a little small Alexis is a great host He personally met us and gave us a quick tour of the apartment He also gave us some suggestions on places to eat The apartment itself is very spacious and we felt right at home after a long day of sightseeing A big plus was the washer There is no dryer but there is a rack in the bathroom to hang your clothes to dry There x s three metro stations near the apartment that will get you to anywhere that you want to go to while you visit Paris There x s also a grocery store and a pharmacy close by Want to shop and eat like a local Rue des Martyrs and Rue de Abbesses are very near If you want to visit Sacre C x c ur it x s about two blocks up the hill behind the apartment If we return to Paris we will definitely see if this apartment is available,A
Very pleasant and tastefully decorated apartment The neighborhood is very nice and ideal for visiting Paris Very good communication with our host Clara I highly recommend this charming apartment,B
Wonderful place x,C
Messa x s apartment was GREAT for our stay in Paris Plenty of room for the both of us clean very centrally located About a min walk to the Eiffel Tower and less than min walk to the nearest metro line it was perfect We would recommend this place to any of our friends,B
Everything was perfect I originally chose Anne Marie s place in part because of its location within Paris but now I would go back whenever I visit the city,B
Apartment with only positive clean well located spacious An address to remember Owner not seen but reachable at all times,B
The flat is clean spacious and in a great location just blocks from Gare de Lyon so trains M and M are close to get around Paris and the south of France The kitchen is fully equipped The bedroom is quiet with ample closet space and a VERY comfortable bed WiFi reception is best in the living room Andrea responds to requests quickly and her parents were very helpful in Andrea x s absence I x ve stayed in Paris times x this flat is my favorite so far,A
Fantastic location minutes to the Metro Nice host,C
Nice and cozy place to stay for few days for a couple Many accessories that complement the apartments and make them unforgettable This is place where you feel the Paris Not far from the city center Louvre minutes on foot or only few stops by metro,B
We book the apartment just few hours before arrival Paolo was easy to talk to and he was waiting for us when we arrived after pm He gave us sets of keys to make things even easier for us we where in Paris for work The apartment is located between metro Rome and metro Villier really nice and secure neighbourhood with plenty of restaurants shops bakeries just stops from Opera The space has rooms the first one as you enter the flat is the kitchen with microwave stove kettle fridge and cuttlery Opposite a little bath room with a shower good water presure and really clean and the main room with a double bed really comfy a little sofa and a coffee table He left shower gel shampoo towels and also offered us to use whatever was in the flat Things to take in consideration there is no internet and the flat is located in the rth floor no lift The flat is small but has everything you need and Paolo was an excelent host I would totally come back to Paolo s home,B
It is very nice clean and well organized apartment Very close to metro minutes J r mie is very friendly and communicative guy I would recommend this place to stay there,B
Nathalie is a very friendly host Everything was very well organised The cosy and beautiful apartment is ideally located close to Gare de l Est,B
Staying at Nathana l s apartment was a comfortable experience His place is very central and convenient for a few nights stay in Paris and I would definitely stay for a longer period of time when I return next His personal style and appreciation for art really adds to the charm of the flat We never did meet but he was available for correspondence and his neighbor who hosted us in Nathana l s stead was attentive hospitable and a very nice guy,B
Clean apartment in a fantastic location Juliette was a great host quick responses and offered really good suggestions around the area,B
Big apartment with great view from huge balcony Really good connection to the city center Nice bakery and a h shop around the corner Would recommend it The floors of the apartment were cleaned well,B
"Charming little apartment, well equipped, spacious room, I recommend",B
The location is perfect and Katia is a great host Loved every minute,C
Dominique x s apartment is in a great location with metro stops within a few minutes walk The seperate dining room was my favourite spot to indulge in all the French treats I could bring home as I had my own kitchen Dominique was very easy to deal with accomodating my arrival and departure times Even getting a fan to me without me asking during last weeks heatwave Thank you so much for x lending x me your Paris home,B
omg lou and her place is amazing it x s super cute and clean and feels really like home when you x re traveling lou was really quick to respond and help out with flexible check in would definitely recommend only note is the apartment is not ADA accessible,B
I absolutely loved my stay here The apartment is super cute and really feels like a home so many stylish little touches Everything was sparkling clean and the towels and amenities were beautifully laid out when I arrived It s in a great location just a couple of minutes from Republique and all the metro lines and easy walking distance from the Marais Lots of supermarkets and cute cafes nearby The apartment itself is dead quiet which I loved as it meant I always got a great night s sleep the bed is really comfy too I never wanted to leave,A
Everything you need for a trip to Paris A big warm and beautiful house Tom is an amazing person and answers everything you ask This house is CLEAN and has every staff you can imagine You feel it like it s yours,B
It was a comfortable stay in Rebecca s apartment The place is clean and warm with cute decorations that make me feel like home I couldn t meet Rebecca unfortunately as she was not in town but her friend is nice and genuine who welcomed me to the place on the first evening I arrived The stairs to the th floor is quite a bit of an exercise as I was carrying a big luggage but the stay is definitely worth There is also a supermarket right next to the building which is very convenient Wifi is not very stable but is acceptable I would recommend the flat to my friend next time when they travel to Paris,B
The flat was perfect for our trip in Paris It is equipped with everything you need we loved it Also it is very close to the metro station so that you can get easily to wherever you want to go But also walking is not a problem the Canal St Martin for example is very close by Moshe himself is a very nice guy The communication was perfect Would definitely recommend it and would book it again Merci Moshe la prochaine fois,A
"Lise is an excellent host Always ready to provide any clarifications The very welcoming Parisian style house is very comfortable and very well located, just cross the bridge and there is the train or walk, minutes and the metro If you are more adventurous, within minutes on foot you are at the tower Eiffel Quiet neighborhood but with plenty of restaurants, fruit shops and supermarkets with good shopping times I was delighted with everything",B
Great experience Excellent place,C
Very nice place great location and easy communication with the host Would highly recommend,B
Tr s bien h te tr s arrangeant,C
Antoine made himself available to welcome us and it was very easy to communicate with him. Antoine's apartment is tastefully decorated and perfectly located,B
Superbly located stylish and compact apartment in heart of Montmartre light airy and comfortable J r my is a very accommodating and helpful host,B
This was a great place to stay at for the conference I attended,C
very beautiful typical Parisian apartment small but comfortable the block is strange it seems dangerous but in reality it was a quiet and pleasant stay,B
We were girls and we had a pleasant stay in this apartment. It is large and well appointed. It is located in a very quiet street. The beds are very comfortable and everything is clean. Thomas was very friendly and responsive. active our messages The apartment is close to different metro stations making our travel easier I recommend,B
"Welcome in a good mood with Carole who communicated perfectly in advance to organize my arrival in Paris The apartment is colorful, very pleasant and calm The duvet is fantastic the towels and hygiene products were very practical for a tour like me See you soon",B
Amazing apartment location and host Highly recommended,B
The apartment is exactly like the pictures clean nicely decorated with a lovely view Sumer was a great host very responsive and accomodating We had a great stay here thank you,B
Clement is very friendly and helpful The apartment is in a central location and clean I am happy to recommend it,B
Mari tta was the perfect host Very accommodating and easy to reach The flat was tiny but adorable clean and in the perfect location We found the space to be perfect for two of us and the bed was very comfortable Our flight was early and Mari tta was flexible on check in times and was there to greet us and show us around the flat Our favourite part was the neighborhood Great bars restaurants shopping and easy to get to tourist attractions We would definitely stay again and would recommend to anyone looking to have a wonderful Paris experience Thank you Mari tta,A
The apartment is right on the doorstep of the Metro This makes life a lot more easier The moment Helene got to know about our honeymoon she did made some special arrangements in the apartment which I guess nobody would do Her quick responses and apt information made our stay painless This lady rocks,B
We had to get there after I finished work and they were very patient they waited for us to show up before leaving House was clean and very homely Flat is a walking distance well if you like to walk like me from most of the touristy places We did Bastille Notre Damme Louvre Pont du Alexandre III Eiffel Tower all on foot Thank you Benjamin and Eberlyn,B
Amazing host fast response to any inquiries we had and made the check in and check out easy for us the location of the place is perfect well equipped with amenities and clean We ll definitely recommend your place to others,B
Had a great stay great location and Fiona had great tips of local shops restaurants and best way to get around Really enjoyed our time,B
